,bsd,date,endtime,id,name,starttime,street,town,url,zipcode,address,geocodestatus_try1,geocodestatus_try2,lat,long
59,ns,2016-09-12,17:00,1327,Messe Halle 5 Stand G70,10:00,Bürgerweide,Bremen,"terminerinnerung.php?event_id=1327&&
              bsd=ns&&
              date=2016-09-12&&
              start=10:00&&
              end=17:00&&
              name1=Messe+Halle+5+Stand+G70&&
              name2=&&
              street=B%FCrgerweide&&
              plz=28215&&
              town=Bremen&&
              tort=1339",28215,"Bürgerweide, 28215 Bremen",1,0,53.0865387,8.81443174517
60,ns,2016-09-12,19:30,1161,Friedehorst,15:30,Rotdornallee 64,Bremen,"terminerinnerung.php?event_id=1161&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=Friedehorst&&
              name2=&&
              street=Rotdornallee+64&&
              plz=28717&&
              town=Bremen&&
              tort=1859",28717,"Rotdornallee 64, 28717 Bremen",1,0,53.1771334,8.6852855
61,ns,2016-09-12,20:00,1248,Hagensaal,15:30,Dorfstraße 41,Nienhagen,"terminerinnerung.php?event_id=1248&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=20:00&&
              name1=Hagensaal&&
              name2=&&
              street=Dorfstra%DFe+41&&
              plz=29336&&
              town=Nienhagen&&
              tort=846",29336,"Dorfstraße 41, 29336 Nienhagen",1,0,52.55633925,10.1056020454
62,ns,2016-09-12,20:00,1191,DRK-Haus,16:00,Uelzener Straße 3,Rosche,"terminerinnerung.php?event_id=1191&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=DRK-Haus&&
              name2=&&
              street=Uelzener+Stra%DFe+3&&
              plz=29571&&
              town=Rosche&&
              tort=758",29571,"Uelzener Straße 3, 29571 Rosche",1,0,52.9859308,10.7491903
63,ns,2016-09-12,20:00,1205,Grundschule,16:00,Am Hainwald 4,Lehrte,"terminerinnerung.php?event_id=1205&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=Am+Hainwald+4&&
              plz=31275&&
              town=Lehrte&&
              tort=1354",31275,"Am Hainwald 4, 31275 Lehrte",1,0,52.3493369,10.1193939
64,ns,2016-09-12,20:00,1269,Stadtschule,17:00,Nordstraße 21,Wunstorf,"terminerinnerung.php?event_id=1269&&
              bsd=ns&&
              date=2016-09-12&&
              start=17:00&&
              end=20:00&&
              name1=Stadtschule&&
              name2=&&
              street=Nordstra%DFe+21&&
              plz=31515&&
              town=Wunstorf&&
              tort=1120",31515,"Nordstraße 21, 31515 Wunstorf",1,0,52.4277604,9.42618342447
65,ns,2016-09-12,20:00,1271,Grund- und Hauptschule,16:00,Schloßstraße 10,Liebenau,"terminerinnerung.php?event_id=1271&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Grund-+und+Hauptschule&&
              name2=&&
              street=Schlo%DFstra%DFe+10&&
              plz=31618&&
              town=Liebenau&&
              tort=1056",31618,"Schloßstraße 10, 31618 Liebenau",1,0,52.6018296,9.0884638
66,ns,2016-09-12,19:30,1153,Ev. luth. Gemeindehaus,16:00,Pastorenweg 4,Emmerthal,"terminerinnerung.php?event_id=1153&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=Ev.+luth.+Gemeindehaus&&
              name2=&&
              street=Pastorenweg+4&&
              plz=31860&&
              town=Emmerthal&&
              tort=1215",31860,"Pastorenweg 4, 31860 Emmerthal",1,0,52.072167,9.44260419407
67,west,2016-09-12,19:00,4028,DRK-Blutspendedienst,13:00,Heldmanstr. 45,Bad Salzuflen,"terminerinnerung.php?event_id=4028&&
              bsd=west&&
              date=2016-09-12&&
              start=13:00&&
              end=19:00&&
              name1=DRK-Blutspendedienst&&
              name2=&&
              street=Heldmanstr.+45&&
              plz=32108&&
              town=Bad+Salzuflen&&
              tort=BADF ",32108,"Heldmanstr. 45, 32108 Bad Salzuflen",1,0,52.0742819,8.7644385
68,west,2016-09-12,20:00,4031,Ev. Gemeindehaus,16:00,Am Denkmal 4,"Petershagen , Weser","terminerinnerung.php?event_id=4031&&
              bsd=west&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Ev.+Gemeindehaus&&
              name2=&&
              street=Am+Denkmal+4&&
              plz=32469&&
              town=Petershagen+%2C+Weser&&
              tort=FRIS ",32469,"Am Denkmal 4, 32469 Petershagen , Weser",1,0,52.35331925,8.85213860126
69,west,2016-09-12,20:00,4033,Ev. Gemeindehaus,16:00,Lohhof 1a,Hille,"terminerinnerung.php?event_id=4033&&
              bsd=west&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Ev.+Gemeindehaus&&
              name2=&&
              street=Lohhof+1a&&
              plz=32479&&
              town=Hille&&
              tort=HART ",32479,"Lohhof 1a, 32479 Hille",-99,0,,
70,west,2016-09-12,20:00,4036,DRK-Haus,16:00,Neuhäuser Str. 64,Paderborn,"terminerinnerung.php?event_id=4036&&
              bsd=west&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=DRK-Haus&&
              name2=&&
              street=Neuh%E4user+Str.+64&&
              plz=33102&&
              town=Paderborn&&
              tort=PADE ",33102,"Neuhäuser Str. 64, 33102 Paderborn",1,0,51.7228717,8.7408535
71,west,2016-09-12,20:00,4038,"Pfarrheim,",16:00,Am Marktplatz 2,Altenbeken,"terminerinnerung.php?event_id=4038&&
              bsd=west&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Pfarrheim%2C&&
              name2=&&
              street=Am+Marktplatz+2&&
              plz=33184&&
              town=Altenbeken&&
              tort=SCWK ",33184,"Am Marktplatz 2, 33184 Altenbeken",1,0,51.713503,8.934476
72,bawue,2016-09-12,20:30,9467,{},17:00,Untere Birkenallee 21,Felsberg,"terminerinnerung.php?event_id=9467&&
              bsd=bawue&&
              date=2016-09-12&&
              start=17:00&&
              end=20:30&&
              name1=&&
              name2=Drei-Burgen-Schule&&
              street=Untere+Birkenallee+21&&
              plz=34587&&
              town=Felsberg&&
              tort=3458703",34587,"Untere Birkenallee 21, 34587 Felsberg",1,0,51.13177575,9.42086209062
73,bawue,2016-09-12,19:30,9463,{},15:30,Ludwigstr. 35,Pohlheim,"terminerinnerung.php?event_id=9463&&
              bsd=bawue&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=Volkshalle+Watzenborn-Steinberg&&
              street=Ludwigstr.+35&&
              plz=35415&&
              town=Pohlheim&&
              tort=3541502700",35415,"Ludwigstr. 35, 35415 Pohlheim",1,0,50.5337077,8.7115168
74,bawue,2016-09-12,20:00,9460,{},15:45,Schulstr.,Aßlar,"terminerinnerung.php?event_id=9460&&
              bsd=bawue&&
              date=2016-09-12&&
              start=15:45&&
              end=20:00&&
              name1=&&
              name2=Alexander-Von-Humboldt-Schule&&
              street=Schulstr.&&
              plz=35614&&
              town=A%DFlar&&
              tort=3561403",35614,"Schulstr., 35614 Aßlar",1,0,50.584377,8.4770198
75,bawue,2016-09-12,20:30,9452,{},16:45,Von-Giso-Str. 5,Petersberg / Steinau,"terminerinnerung.php?event_id=9452&&
              bsd=bawue&&
              date=2016-09-12&&
              start=16:45&&
              end=20:30&&
              name1=&&
              name2=Gemeinschaftshaus&&
              street=Von-Giso-Str.+5&&
              plz=36100&&
              town=Petersberg+%2F+Steinau&&
              tort=3610022500",36100,"Von-Giso-Str. 5, 36100 Petersberg / Steinau",-99,0,,
76,ns,2016-09-12,19:30,1198,Roswitha-Gymnasium,15:00,Bismarckstraße 17,Bad Gandersheim,"terminerinnerung.php?event_id=1198&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:00&&
              end=19:30&&
              name1=Roswitha-Gymnasium&&
              name2=&&
              street=Bismarckstra%DFe+17&&
              plz=37581&&
              town=Bad+Gandersheim&&
              tort=1542",37581,"Bismarckstraße 17, 37581 Bad Gandersheim",1,0,51.8689977,10.0295133
77,ns,2016-09-12,19:00,1261,EDEKA / BluMo,14:00,Kruckweg 5,Braunschweig,"terminerinnerung.php?event_id=1261&&
              bsd=ns&&
              date=2016-09-12&&
              start=14:00&&
              end=19:00&&
              name1=EDEKA+%2F+BluMo&&
              name2=&&
              street=Kruckweg+5&&
              plz=38122&&
              town=Braunschweig&&
              tort=8510",38122,"Kruckweg 5, 38122 Braunschweig",1,0,52.2348231,10.4822592
78,ns,2016-09-12,19:30,1206,Realschule SZ-Bad,15:30,Friedenstraße 5,Salzgitter,"terminerinnerung.php?event_id=1206&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=Realschule+SZ-Bad&&
              name2=&&
              street=Friedenstra%DFe+5&&
              plz=38229&&
              town=Salzgitter&&
              tort=2170",38229,"Friedenstraße 5, 38229 Salzgitter",1,0,52.0479907,10.3763503
79,ns,2016-09-12,20:00,1114,Jugend- und Gästehaus der Gemeinde,16:00,Im Winkel,Räbke,"terminerinnerung.php?event_id=1114&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Jugend-+und+G%E4stehaus+der+Gemeinde&&
              name2=&&
              street=Im+Winkel&&
              plz=38375&&
              town=R%E4bke&&
              tort=1968",38375,"Im Winkel, 38375 Räbke",1,0,52.1935673,10.8766787
80,ns,2016-09-12,19:30,1113,Bürgerzentrum,16:00,Unter den Eichen 1,Parsau,"terminerinnerung.php?event_id=1113&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=B%FCrgerzentrum&&
              name2=&&
              street=Unter+den+Eichen+1&&
              plz=38470&&
              town=Parsau&&
              tort=930",38470,"Unter den Eichen 1, 38470 Parsau",1,0,52.53238555,10.8856679298
81,ns,2016-09-12,19:00,547,Grundschule,16:00,Lateiner Weg 1b,Kusey,"terminerinnerung.php?event_id=547&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=Grundschule&&
              name2=&&
              street=Lateiner+Weg+1b&&
              plz=38486&&
              town=Kusey&&
              tort=3060",38486,"Lateiner Weg 1b, 38486 Kusey",-99,0,,
82,ns,2016-09-12,19:30,1678,Feuerwehrgerätehaus,16:00,Bahnhofstraße 9,Wildemann,"terminerinnerung.php?event_id=1678&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=Feuerwehrger%E4tehaus&&
              name2=&&
              street=Bahnhofstra%DFe+9&&
              plz=38709&&
              town=Wildemann&&
              tort=1826",38709,"Bahnhofstraße 9, 38709 Wildemann",1,0,51.82256605,10.2775298932
83,ns,2016-09-12,19:30,511,"Vereinshaus ""Sonne""",16:00,Friedensplatz 9,Wanzleben / Börde,"terminerinnerung.php?event_id=511&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=Vereinshaus+%22Sonne%22&&
              name2=&&
              street=Friedensplatz+9&&
              plz=39164&&
              town=Wanzleben+%2F+B%F6rde&&
              tort=3132",39164,"Friedensplatz 9, 39164 Wanzleben / Börde",1,0,52.10009605,11.292716323
84,ns,2016-09-12,19:00,546,Kulturscheune,16:00,Ernst-Thälmann-Straße 11,Barneberg,"terminerinnerung.php?event_id=546&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=Kulturscheune&&
              name2=&&
              street=Ernst-Th%E4lmann-Stra%DFe+11&&
              plz=39393&&
              town=Barneberg&&
              tort=3566",39393,"Ernst-Thälmann-Straße 11, 39393 Barneberg",1,0,52.1213589,11.0771736
85,ns,2016-09-12,19:00,548,"Sportlerheim, BluMo",16:00,Zum Sportplatz,Möringen,"terminerinnerung.php?event_id=548&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=Sportlerheim%2C+BluMo&&
              name2=&&
              street=Zum+Sportplatz&&
              plz=39599&&
              town=M%F6ringen&&
              tort=3974",39599,"Zum Sportplatz, 39599 Möringen",1,0,52.5864854,11.7458479
86,west,2016-09-12,19:30,2260,Kaplan Flintrop Haus,15:00,Lutterbecker Str.30,Mettmann,"terminerinnerung.php?event_id=2260&&
              bsd=west&&
              date=2016-09-12&&
              start=15:00&&
              end=19:30&&
              name1=Kaplan+Flintrop+Haus&&
              name2=&&
              street=Lutterbecker+Str.30&&
              plz=40822&&
              town=Mettmann&&
              tort=40724",40822,"Lutterbecker Str.30, 40822 Mettmann",1,0,51.25423395,6.97756214185
87,west,2016-09-12,20:00,2257,Spendestation,14:00,Linneper Weg 1,Ratingen,"terminerinnerung.php?event_id=2257&&
              bsd=west&&
              date=2016-09-12&&
              start=14:00&&
              end=20:00&&
              name1=Spendestation&&
              name2=&&
              street=Linneper+Weg+1&&
              plz=40885&&
              town=Ratingen&&
              tort=40299",40885,"Linneper Weg 1, 40885 Ratingen",1,0,51.35479675,6.86751612496
88,west,2016-09-12,19:30,2258,Gemeinde St. Martinus,15:30,Hauptstr.4,Neuss,"terminerinnerung.php?event_id=2258&&
              bsd=west&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=Gemeinde+St.+Martinus&&
              name2=&&
              street=Hauptstr.4&&
              plz=41472&&
              town=Neuss&&
              tort=40333",41472,"Hauptstr.4, 41472 Neuss",1,0,51.1618626,6.63598079515
89,west,2016-09-12,20:00,2259,Berufsbildungszentrum,16:00,Bergheimer Str. 53,Grevenbroich,"terminerinnerung.php?event_id=2259&&
              bsd=west&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Berufsbildungszentrum&&
              name2=&&
              street=Bergheimer+Str.+53&&
              plz=41515&&
              town=Grevenbroich&&
              tort=40411",41515,"Bergheimer Str. 53, 41515 Grevenbroich",1,0,51.08616645,6.57866775109
90,west,2016-09-12,19:00,3235,BlutspendeCenter Dortmund,11:00,Westenhellweg 85,Dortmund,"terminerinnerung.php?event_id=3235&&
              bsd=west&&
              date=2016-09-12&&
              start=11:00&&
              end=19:00&&
              name1=BlutspendeCenter+Dortmund&&
              name2=&&
              street=Westenhellweg+85&&
              plz=44137&&
              town=Dortmund&&
              tort=05399",44137,"Westenhellweg 85, 44137 Dortmund",1,0,51.5142268,7.4591069
91,west,2016-09-12,18:00,2262,DRK-Blutspendezentrum Essen,11:00,Kettwiger Str. 5,"Essen , Ruhr","terminerinnerung.php?event_id=2262&&
              bsd=west&&
              date=2016-09-12&&
              start=11:00&&
              end=18:00&&
              name1=DRK-Blutspendezentrum+Essen&&
              name2=&&
              street=Kettwiger+Str.+5&&
              plz=45127&&
              town=Essen+%2C+Ruhr&&
              tort=43099",45127,"Kettwiger Str. 5, 45127 Essen , Ruhr",1,0,51.4535974,7.0127366
